STATE,SA2NAME,Mean,Lowest quintile,Second quintile,Third quintile,Fourth quintile,Highest quintile,Median,AusRanking,StateRanking
WA,Jandakot Airport,8629,,,,,,6052,1465,206
WA,North Coogee,6090,232,2344,5195,8476,14121,5119,1058,172
WA,South Lake - Cockburn Central,5075,1356,3065,4402,6046,10502,4385,680,114
WA,Spearwood,4517,1360,2738,3954,5444,9083,3948,444,66
WA,Success - Hammond Park,5010,1381,3207,4555,6171,9738,4564,780,124
WA,Wattleup,8768,1818,4148,6209,8887,22506,6103,1488,208
WA,Yangebup,5233,1609,3272,4621,6359,10298,4612,805,129
WA,East Fremantle,5377,1377,2868,4275,6197,12158,4245,599,93
WA,Fremantle,4168,1001,2144,3245,4794,9656,3229,100,16
WA,Fremantle - South,4015,1041,2235,3320,4777,8699,3304,127,19
WA,O'Connor (WA),,,,,,,,#N/A,#N/A
WA,Anketell - Wandi,7999,231,3721,6967,10404,18673,6934,1733,224
WA,Bertram - Wellard (West),4956,1245,3022,4393,6004,10117,4384,678,113
WA,Calista,4574,1428,2712,3941,5491,9294,3922,430,63
WA,Casuarina - Wellard (East),7768,1462,3791,6127,9313,17981,6083,1473,207
WA,Hope Valley - Postans,7766,1984,4798,6616,9168,16263,6404,1582,214
WA,Kwinana Industrial,6879,178,3045,4218,7518,19438,4127,527,82
WA,Parmelia - Orelia,4840,1659,3081,4251,5801,9402,4240,596,91
WA,Applecross - Ardross,6488,1532,3432,5069,7543,14853,5018,1006,163
WA,Bateman,5679,1949,3563,5096,6844,10904,5075,1034,168
WA,Bicton - Palmyra,4541,1270,2554,3681,5225,9969,3678,306,41
WA,Booragoon,5951,1611,3284,4853,6996,13002,4809,900,151
WA,Bull Creek,5408,1659,3395,4800,6595,10593,4791,893,149
WA,Leeming,6055,2223,4046,5585,7366,11052,5592,1278,190
WA,Melville,5892,1587,3209,4784,6919,12949,4751,873,145
WA,Murdoch - Kardinya,5404,1900,3384,4779,6428,10526,4762,876,146
WA,Willagee,3981,1173,2296,3395,4818,8215,3406,171,24
WA,Winthrop,6707,2474,4449,5949,7980,12671,5902,1403,204
WA,Baldivis,5400,649,2955,4690,6734,11972,4660,834,136
WA,Cooloongup,4761,1585,2942,4133,5666,9472,4103,516,79
WA,Port Kennedy,5781,2248,3921,5298,7000,10432,5290,1143,181
WA,Rockingham,3971,1040,2177,3247,4643,8750,3235,103,17
WA,Rockingham Lakes,8671,,,,,,10078,1954,233
WA,Safety Bay - Shoalwater,4218,1152,2446,3629,5149,8710,3623,268,34
WA,Singleton - Golden Bay - Secret Harbour,5635,1484,3577,5089,6940,11079,5068,1030,167
WA,Waikiki,4868,1600,3070,4299,5925,9439,4296,626,101
WA,Warnbro,5327,1818,3339,4703,6426,10343,4694,851,141
WA,Augusta,4101,661,1886,3166,4764,10020,3183,87,12
WA,Busselton,4477,1110,2556,3783,5447,9487,3768,348,47
WA,Busselton Region,4575,820,2205,3610,5432,10806,3589,259,32
WA,Margaret River,4585,1124,2618,3908,5560,9713,3914,426,62
WA,Australind - Leschenault,4800,1365,2944,4313,5899,9478,4329,642,105
WA,Bunbury,4126,1194,2413,3493,4916,8614,3470,197,27
WA,Capel,4871,1081,2712,4196,5949,10372,4205,571,87
WA,College Grove - Carey Park,3431,680,2001,2979,4302,7164,2965,33,4
WA,Collie,5332,1284,3125,4649,6638,10957,4623,810,130
WA,Dardanup,6121,1472,3659,5523,7659,12259,5539,1254,187
WA,Davenport,10528,,,,,,3259,115,18
WA,Eaton - Pelican Point,5062,1725,3320,4590,6168,9502,4574,791,126
WA,Gelorup - Dalyellup - Stratham,5528,1567,3508,4993,6701,10865,5009,1003,162
WA,Harvey,4582,933,2474,3947,5682,9875,3966,457,71
WA,Koombana,5092,1707,3162,4345,5845,10402,4361,661,108
WA,Waroona,4730,633,2245,3898,5823,11051,3848,392,56
WA,Bridgetown - Boyup Brook,4412,876,2455,3771,5411,9538,3750,338,45
WA,Donnybrook - Balingup,4714,976,2619,4050,5772,10130,4072,500,77
WA,Manjimup,4283,1121,2545,3629,5105,9009,3623,268,34
WA,Pemberton,3838,567,1821,3024,4654,9121,3008,43,5
WA,Esperance,4510,1238,2635,3855,5353,9465,3847,390,54
WA,Esperance Region,3970,357,1655,3118,4984,9685,3083,60,7
WA,Carnarvon,5209,1215,2887,4438,6248,11242,4434,702,115
WA,Exmouth,5152,1076,2905,4473,6204,11080,4456,712,119
WA,Boulder,5759,1849,3615,5122,6946,11258,5089,1042,170
WA,Kalgoorlie,5624,1586,3302,4828,6778,11620,4803,897,150
WA,Kalgoorlie - North,6467,2213,4150,5860,7945,12168,5896,1400,203
WA,Kalgoorlie Airport,,,,,,,,#N/A,#N/A
WA,Kambalda - Coolgardie - Norseman,4868,1002,2627,4122,5951,10625,4097,510,78
WA,Leinster - Leonora,4902,684,2552,4367,6403,10464,4362,663,109
WA,Trafalgar (WA),,,,,,,,#N/A,#N/A
WA,Broome,7947,2057,4575,6651,9184,17261,6621,1663,218
WA,Derby - West Kimberley,7892,1142,3656,6147,9087,19426,6130,1494,209
WA,Halls Creek,6289,1072,3298,5213,7605,14194,5218,1104,176
WA,Kununurra,7772,1554,4252,6456,8925,17660,6476,1607,215
WA,Roebuck,8548,2379,5789,7217,9898,15582,7357,1811,226
WA,Geraldton,4699,1257,2591,3743,5325,10575,3713,319,43
WA,Geraldton - East,5693,1699,3549,4990,6797,11422,4972,981,159
WA,Geraldton - North,5567,1387,3461,4996,6933,11046,4961,976,158
WA,Geraldton - South,5435,1801,3574,4957,6629,10207,4919,958,157
WA,Irwin,4840,1024,2588,3974,5966,10648,3927,437,65
WA,Meekatharra,5050,869,2581,4085,6149,11540,4026,477,74
WA,Morawa,4943,621,2230,3892,6163,11530,3885,413,60
WA,Northampton - Mullewa - Greenough,5199,922,2678,4226,6362,11792,4198,570,86
WA,Ashburton (WA),9577,2069,4537,6394,8721,25752,6495,1617,216
WA,East Pilbara,6123,701,2492,4601,6706,15545,4661,835,137
WA,Karratha,9594,2037,5515,8516,12124,19770,8518,1925,232
WA,Newman,,,,,,,,#N/A,#N/A
WA,Port Hedland,8142,1944,4581,6920,9699,17546,6902,1727,223
WA,Roebourne,9817,2067,5742,8504,12060,20583,8465,1921,231
WA,South Hedland,8640,1970,4978,7687,10663,17896,7709,1871,229
WA,Albany,3553,892,1947,2904,4235,7784,2896,29,3
WA,Albany Region,4689,840,2543,3888,5665,10509,3859,400,58
WA,Bayonet Head - Lower King,4813,1491,3017,4234,5777,9536,4241,598,92
WA,Denmark,3562,447,1469,2611,4282,8989,2573,12,1
WA,Gnowangerup,4281,418,1597,3189,5415,10705,3192,89,13
WA,Katanning,5159,1224,3014,4447,6313,10786,4455,711,118
WA,Kojonup,5365,913,2734,4268,6000,12886,4248,600,94
WA,Little Grove - Elleker,4718,1122,2696,3906,5698,10147,3844,389,53
WA,McKail - Willyung,4359,1238,2587,3839,5248,8878,3834,384,51
WA,Plantagenet,4399,836,2520,3800,5379,9461,3799,362,49
WA,Stirling Range National Park,,,,,,,,#N/A,#N/A
WA,Chittering,6711,963,3652,5773,8462,14702,5689,1311,195
WA,Cunderdin,5547,999,2929,4669,6700,12424,4625,811,131
WA,Dowerin,5358,723,2839,4531,6659,12023,4496,734,122
WA,Gingin - Dandaragan,4194,496,1627,2910,5094,10841,2876,24,2
WA,Merredin,5313,981,2823,4348,6388,11998,4301,627,102
WA,Moora,6006,1001,2977,4936,7299,13799,4900,948,155
WA,Mukinbudin,4910,517,2318,3981,6176,11537,3965,456,70
WA,Northam,5411,1265,3067,4576,6602,11527,4582,792,127
WA,Toodyay,4916,838,2484,4141,6111,10992,4144,537,83
WA,York - Beverley,4621,715,2452,3958,5794,10174,3952,449,67
WA,Brookton,5037,718,2525,4242,6270,11430,4253,601,95
WA,Kulin,4804,685,2478,4067,5994,10774,4064,494,75
WA,Murray,4927,710,2490,4174,6296,10892,4126,525,81
WA,Narrogin,4512,992,2394,3696,5438,10027,3690,309,42
WA,Wagin,4952,912,2773,4280,6190,10606,4272,611,99
TAS,Bridgewater - Gagebrook,7520,2211,4743,6871,9291,14483,6875,1717,53
TAS,Brighton - Pontville,8696,3020,5830,7872,10361,16398,7810,1880,84
TAS,Old Beach - Otago,9415,3501,6495,8436,11029,17578,8333,1914,92
TAS,Bellerive - Rosny,8096,2874,5185,7166,9586,15656,7154,1777,63
TAS,Cambridge,10304,3583,6877,9235,12126,19684,9216,1945,94
TAS,Geilston Bay - Risdon,8351,3453,5984,7797,10007,14487,7823,1881,85
TAS,Howrah - Tranmere,8983,3558,6252,8252,10666,16185,8265,1908,91
TAS,Lindisfarne - Rose Bay,8604,3139,5746,7720,10302,16101,7669,1865,81
TAS,Mornington - Warrane,7580,2925,5263,6900,8886,13924,6886,1721,55
TAS,Risdon Vale,7977,3168,5478,7282,9475,14438,7299,1802,67
TAS,Rokeby,8126,2811,5486,7486,9649,15171,7504,1836,75
TAS,South Arm,7849,1450,4691,7246,9937,15901,7259,1796,66
TAS,Austins Ferry - Granton,8962,3302,6228,8153,10624,16476,8158,1898,89
TAS,Berriedale - Chigwell,8050,2550,5247,7252,9710,15471,7250,1794,65
TAS,Claremont (Tas.),7492,2465,4936,6718,9004,14335,6671,1675,47
TAS,Derwent Park - Lutana,7129,2202,4471,6394,8573,13979,6400,1579,38
TAS,Glenorchy,6768,2009,4284,6070,8205,13263,6096,1485,28
TAS,Montrose - Rosetta,7973,2764,5230,7089,9439,15319,7030,1751,61
TAS,Moonah,6714,2169,4329,6007,8240,12813,5973,1428,23
TAS,New Norfolk,7722,2371,4953,6900,9419,14950,6871,1716,52
TAS,West Moonah,7023,2066,4284,6062,8542,14159,6032,1450,25
TAS,Kingston - Huntingfield,7720,2716,5089,6949,9282,14559,6938,1734,56
TAS,Kingston Beach - Blackmans Bay,8723,3155,5796,7798,10352,16505,7775,1876,83
TAS,Margate - Snug,8501,2785,5706,7703,10171,16125,7729,1873,82
TAS,Mount Wellington,,,,,,,,#N/A,#N/A
TAS,Taroona - Bonnet Hill,8216,2987,5554,7414,9652,15475,7426,1823,73
TAS,Hobart,6315,1224,3474,5287,7672,13912,5229,1113,9
TAS,Lenah Valley - Mount Stuart,7646,2515,4813,6803,9231,14871,6814,1703,50
TAS,Mount Nelson - Dynnyrne,8614,2704,5205,7391,10383,17388,7359,1814,70
TAS,New Town,6618,1763,3910,5636,8018,13763,5617,1290,14
TAS,Sandy Bay,7720,1953,4313,6412,9209,16711,6370,1565,36
TAS,South Hobart - Fern Tree,7353,2203,4444,6382,8646,15075,6416,1584,39
TAS,West Hobart,6658,1917,3987,5673,8011,13689,5617,1290,14
TAS,Dodges Ferry - Lewisham,5908,475,2680,5151,7734,13492,5134,1065,8
TAS,Sorell - Richmond,7658,2540,5094,6982,9131,14532,6988,1743,59
TAS,Invermay,6708,1766,4013,5952,8257,13529,5913,1406,18
TAS,Kings Meadows - Punchbowl,7506,2507,5008,6778,8969,14250,6782,1699,49
TAS,Launceston,7596,1750,4170,6163,8908,16977,6133,1495,30
TAS,Legana,8527,3047,5627,7574,10073,16280,7571,1847,77
TAS,Mowbray,7712,2451,4952,6847,9328,14962,6828,1706,51
TAS,Newnham - Mayfield,8312,3060,5532,7503,9929,15523,7463,1832,74
TAS,Newstead,7912,2070,4778,7017,9630,16061,6978,1740,58
TAS,Norwood (Tas.),9121,3455,6117,8198,10991,16847,8181,1900,90
TAS,Prospect Vale - Blackstone,9633,3607,6277,8422,11494,18314,8474,1922,93
TAS,Ravenswood,7086,2321,4413,6290,8599,13774,6272,1539,33
TAS,Riverside,9084,3066,5852,8013,10729,17745,8043,1886,86
TAS,South Launceston,6483,1908,4121,5721,7682,12971,5698,1315,16
TAS,Summerhill - Prospect,8386,2929,5534,7696,10196,15576,7648,1862,80
TAS,Trevallyn,9106,2908,5909,8162,11128,17398,8148,1896,88
TAS,Waverley - St Leonards,7673,2633,5185,7017,9229,14303,7073,1766,62
TAS,West Launceston,7871,2588,4990,6979,9469,15309,7014,1749,60
TAS,Youngtown - Relbia,9042,3311,6069,8178,10731,16922,8119,1892,87
TAS,Beauty Point - Beaconsfield,5517,722,2731,4797,6977,12339,4774,885,7
TAS,Deloraine,7642,2019,4485,6516,8965,16223,6498,1618,43
TAS,Grindelwald - Lanena,7040,1907,4529,6364,8472,13910,6324,1550,35
TAS,Hadspen - Carrick,7900,2827,5197,7163,9515,14768,7180,1782,64
TAS,Westbury,6738,1882,4280,6048,8075,13385,6034,1454,26
TAS,Dilston - Lilydale,7186,1863,4524,6398,8560,14587,6420,1587,40
TAS,George Town,6095,873,3223,5435,7934,12998,5405,1193,12
TAS,Longford,7601,2096,4674,6602,9084,15521,6571,1645,45
TAS,Northern Midlands,6692,642,3340,5471,8023,15964,5491,1231,13
TAS,Perth - Evandale,8370,2544,5392,7451,9996,16445,7413,1821,72
TAS,Scottsdale - Bridport,6010,967,3262,5272,7533,13007,5275,1132,10
TAS,St Helens - Scamander,4262,422,1701,3414,5489,10278,3406,171,4
TAS,Central Highlands,4223,165,891,2445,5270,12331,2390,8,2
TAS,Derwent Valley,7370,1298,4211,6566,9348,15381,6568,1644,44
TAS,Southern Midlands,6894,1460,4188,6109,8470,14228,6089,1479,27
TAS,Wilderness - East,17411,6576,13366,18104,21185,25114,18690,1959,95
TAS,Bruny Island - Kettering,5349,473,1986,4117,6766,13379,4142,536,5
TAS,Cygnet,6074,684,3024,5291,7891,13456,5275,1132,10
TAS,Geeveston - Dover,5215,667,2545,4469,6701,11674,4525,759,6
TAS,Huonville - Franklin,7309,2154,4657,6413,8738,14574,6425,1590,41
TAS,Forestier - Tasman,3473,230,1004,2293,4495,9335,2214,5,1
TAS,Triabunna - Bicheno,3899,474,1571,2912,4870,9659,2880,25,3
TAS,Acton - Upper Burnie,6510,1971,3418,5730,7770,13011,5769,1348,17
TAS,Burnie - Ulverstone Region,8487,2602,5584,7570,10137,16520,7562,1845,76
TAS,Burnie - Wivenhoe,7642,2343,4866,6870,9379,14741,6885,1720,54
TAS,Parklands - Camdale,8090,2484,5148,7274,9800,15710,7329,1804,69
TAS,Penguin - Sulphur Creek,7935,2543,5120,7296,9755,14943,7316,1803,68
TAS,Romaine - Havenview,7308,2581,4733,6361,8688,14083,6283,1542,34
TAS,Somerset,7444,2470,4903,6689,9061,14077,6636,1668,46
TAS,Ulverstone,6888,2318,4520,6189,8346,13058,6150,1505,31
TAS,West Ulverstone,7376,2589,4576,6140,8400,15075,6177,1510,32
TAS,Wynyard,6755,2194,4378,6014,8133,13038,6004,1437,24
TAS,Devonport,6742,2099,4226,5972,8186,13221,5967,1423,21
TAS,East Devonport,7444,2351,4747,6591,8934,14595,6486,1615,42
TAS,Latrobe,7332,2189,4713,6622,8865,14251,6677,1677,48
TAS,Miandetta - Don,8247,2671,5662,7783,10260,14861,7636,1858,79
TAS,Port Sorell,7048,1515,4335,6384,8732,14257,6382,1574,37
TAS,Quoiba - Spreyton,8318,2701,5325,7586,9773,16169,7600,1852,78
TAS,Sheffield - Railton,6909,1934,4334,6128,8270,13861,6111,1490,29
TAS,Turners Beach - Forth,8202,2651,5525,7383,9925,15496,7362,1815,71
TAS,King Island,,,,,,,,#N/A,#N/A
TAS,North West,6888,1032,3592,6047,8712,15039,5968,1425,22
TAS,Smithton,7732,2581,5074,6953,9246,14787,6945,1737,57
TAS,Waratah,6562,1032,3458,5879,8401,14037,5930,1409,19
TAS,West Coast (Tas.),6987,785,3449,5917,8969,15802,5945,1416,20
TAS,Wilderness - West,,,,,,,,,#N/A
