STATE,SA2NAME,Mean,Lowest quintile,Second quintile,Third quintile,Fourth quintile,Highest quintile,Median,AusRanking,StateRanking
QLD,Chapel Hill,9052,3522,6244,8304,10759,16431,8289,1910,495
QLD,Fig Tree Pocket,11596,3562,7043,9926,13427,23978,9920,1951,509
QLD,Kenmore,7955,2795,5444,7325,9525,14675,7345,1806,444
QLD,Pinjarra Hills - Pullenvale,11734,3425,7335,10348,14062,23474,10338,1957,513
QLD,Chelmer - Graceville,7302,1898,4034,5888,8431,16241,5877,1389,279
QLD,Corinda,6013,1601,3493,5093,7214,12644,5079,1038,160
QLD,Indooroopilly,6026,1408,3243,4838,7012,13621,4817,902,116
QLD,Sherwood,5599,1465,3137,4585,6706,12089,4539,767,85
QLD,St Lucia,5527,1254,2990,4396,6294,12694,4368,667,67
QLD,Taringa,4790,1247,2767,3936,5474,10521,3921,429,32
QLD,Enoggera,4567,1274,2769,3937,5501,9350,3915,427,31
QLD,Enoggera Reservoir,5523,,,,,,5157,1076,172
QLD,Keperra,5218,1758,3244,4562,6324,10196,4585,793,90
QLD,Mitchelton,5147,1532,3196,4536,6282,10183,4519,755,82
QLD,Mount Coot-tha,,,,,,,,#N/A,#N/A
QLD,The Gap,7896,3040,5333,7132,9354,14611,7120,1774,432
QLD,Upper Kedron - Ferny Grove,7371,2918,5143,6870,8878,13038,6852,1712,415
QLD,Brisbane City,3933,824,2321,3164,4297,9054,3135,75,3
QLD,Fortitude Valley,4352,1242,2356,3303,4468,10377,3316,130,6
QLD,Highgate Hill,4482,1046,2415,3585,5093,10261,3558,246,15
QLD,Kangaroo Point,4973,1185,2521,3769,5359,12023,3757,340,21
QLD,New Farm,4434,1001,2200,3280,4786,10902,3241,107,4
QLD,South Brisbane,4022,748,2050,3015,4400,9889,3002,41,2
QLD,Spring Hill,4367,1199,2362,3291,4585,10398,3285,118,5
QLD,West End,4281,1219,2560,3590,4903,9125,3557,245,14
QLD,Balmoral,6162,1464,3384,4999,7095,13848,5022,1011,152
QLD,Bulimba,6074,1225,3014,4542,6851,14726,4540,768,86
QLD,East Brisbane,5054,1207,2759,4106,5804,11393,4080,502,40
QLD,Hawthorne,6232,1368,3156,4760,7237,14637,4722,868,109
QLD,Morningside - Seven Hills,5222,1376,3158,4572,6260,10745,4566,782,89
QLD,Norman Park,6094,1630,3515,5109,7090,13117,5106,1050,165
QLD,Albion,4673,870,2209,3500,5154,11615,3519,219,12
QLD,Alderley,5008,1300,2858,4206,6003,10667,4192,567,48
QLD,Ascot,6596,1079,2717,4255,7062,17849,4256,603,51
QLD,Clayfield,5223,1052,2582,3848,5659,12966,3842,387,25
QLD,Grange,5950,1509,3588,5215,7205,12232,5201,1095,182
QLD,Hamilton (Qld),6689,940,2650,4236,6835,18767,4179,561,47
QLD,Hendra,6857,1848,3832,5686,8196,14709,5716,1322,257
QLD,Kelvin Grove - Herston,4752,1007,2464,3683,5224,11371,3666,302,18
QLD,Newmarket,5174,1135,2870,4250,6091,11514,4192,567,48
QLD,Newstead - Bowen Hills,5061,1261,2550,3683,5221,12585,3652,296,17
QLD,Wilston,6007,1410,3253,4871,6900,13579,4934,966,134
QLD,Windsor,4737,1016,2575,3892,5646,10555,3868,403,26
QLD,Wooloowin - Lutwyche,4842,1036,2571,3902,5724,10972,3912,424,29
QLD,Ashgrove,6229,1626,3564,5182,7534,13231,5170,1080,173
QLD,Auchenflower,4935,1328,2816,3975,5519,11024,3964,455,34
QLD,Bardon,6634,1833,3874,5593,7900,13959,5581,1272,239
QLD,Paddington - Milton,5186,1260,2830,4201,6019,11621,4166,553,44
QLD,Red Hill (Qld),5101,1179,2861,4284,6078,11094,4286,620,56
QLD,Toowong,4808,1341,2752,3843,5378,10723,3826,379,24
QLD,Darra - Sumner,6091,2142,4081,5584,7311,11321,5586,1274,240
QLD,Durack,5166,1413,3054,4459,6392,10499,4420,697,74
QLD,Forest Lake - Doolandella,6899,2532,4704,6357,8234,12665,6343,1556,348
QLD,Inala - Richlands,5510,2042,3650,4934,6577,10342,4919,958,133
QLD,Oxley (Qld),5949,2141,4034,5436,7117,11008,5422,1203,217
QLD,Wacol,6094,1535,3289,4799,6788,14014,4841,918,120
QLD,Boonah,6192,1352,3738,5415,7483,12972,5391,1186,212
QLD,Esk,5520,898,3050,4707,6589,12355,4662,836,99
QLD,Lake Manchester - England Creek,8919,,,,,,6549,1638,383
QLD,Lockyer Valley - East,6684,1645,4075,5846,7919,13932,5824,1367,268
QLD,Lowood,6483,1360,3954,5788,7936,13380,5784,1354,263
QLD,Rosewood,6914,1810,4334,6178,8347,13892,6152,1506,321
QLD,Brassall,6278,2143,4039,5669,7527,12003,5637,1297,245
QLD,Bundamba,6068,1840,3987,5552,7492,11461,5528,1248,229
QLD,Churchill - Yamanto,6786,2402,4585,6126,8100,12719,6162,1508,322
QLD,Ipswich - Central,5510,1278,3159,4596,6361,12154,4598,796,91
QLD,Ipswich - East,5319,1562,3283,4683,6428,10633,4667,839,101
QLD,Ipswich - North,7900,2382,5065,7211,9668,15144,7182,1783,436
QLD,Karalee - Barellan Point,8746,2709,5856,8184,10650,16300,8153,1897,486
QLD,Karana Downs,8170,2949,5709,7627,9786,14777,7623,1855,467
QLD,Leichhardt - One Mile,5517,1725,3356,4818,6697,10981,4799,896,114
QLD,North Ipswich - Tivoli,5442,1523,3302,4807,6677,10899,4822,908,118
QLD,Raceview,6460,2199,4292,5879,7902,12023,5871,1387,278
QLD,Ripley,7908,2089,5468,7538,9768,14631,7515,1838,461
QLD,Riverview,5274,1814,3337,4552,6259,10410,4534,763,83
QLD,Bellbird Park - Brookwater,6782,1775,4128,5918,8160,13919,5888,1395,282
QLD,Camira - Gailes,7186,2640,4795,6519,8586,13379,6484,1613,374
QLD,Carole Park,,,,,,,,#N/A,#N/A
QLD,Collingwood Park - Redbank,6789,2428,4634,6278,8165,12431,6283,1542,340
QLD,Goodna,5738,1805,3715,5205,6981,10973,5209,1098,183
QLD,New Chum,,,,,,,,#N/A,#N/A
QLD,Redbank Plains,6204,2327,4226,5622,7407,11435,5607,1286,242
QLD,Springfield,,,,,,,,#N/A,#N/A
QLD,Springfield Lakes,6023,1782,3827,5431,7405,11660,5393,1187,213
QLD,Beaudesert,6364,1460,3698,5409,7566,13684,5405,1193,214
QLD,Beenleigh,5679,1883,3624,5019,6848,11015,4978,983,139
QLD,Eagleby,5692,1930,3818,5168,6854,10685,5140,1068,171
QLD,Edens Landing - Holmview,6578,2425,4570,6152,7842,11901,6136,1498,320
QLD,Mount Warren Park,6811,2494,4636,6383,8288,12239,6421,1588,364
QLD,Wolffdene - Bahrs Scrub,8239,2486,5323,7439,9845,16103,7408,1819,450
QLD,Boronia Heights - Park Ridge,7261,2514,4817,6488,8527,13947,6501,1620,376
QLD,Browns Plains,6477,2405,4614,6054,7723,11582,6046,1460,304
QLD,Chambers Flat - Logan Reserve,9267,3349,6351,8396,10875,17331,8356,1915,497
QLD,Crestmead,7063,3236,5243,6739,8330,11767,6743,1693,407
QLD,Greenbank Military Camp,,,,,,,,#N/A,#N/A
QLD,Hillcrest,7692,3118,5171,6810,8959,14391,6816,1704,410
QLD,Marsden,6847,2492,4774,6374,8185,12402,6377,1570,357
QLD,Munruben - Park Ridge South,9744,3698,6893,9238,11697,17164,9292,1946,508
QLD,Regents Park - Heritage Park,7548,3504,5574,7068,8888,12701,7068,1765,428
QLD,Greenbank,9147,3103,6310,8487,10951,16868,8514,1924,501
QLD,Jimboomba,8711,3123,5978,7963,10308,16172,7926,1882,478
QLD,Logan Village,8742,2517,5723,7995,10692,16755,7930,1883,479
QLD,Bethania - Waterford,5714,1697,3578,5105,6909,11279,5077,1036,158
QLD,Cornubia - Carbrook,9175,3240,6028,8053,10827,17711,8073,1889,481
QLD,Loganholme - Tanah Merah,7570,2905,5257,6894,8951,13834,6890,1722,419
QLD,Loganlea,6534,2400,4416,5934,7703,12209,5952,1418,291
QLD,Shailer Park,8165,3047,5588,7588,9970,14622,7563,1846,463
QLD,Waterford West,6446,2309,4244,5715,7623,12328,5656,1300,247
QLD,Daisy Hill,7441,2797,5057,6834,8947,13571,6727,1689,405
QLD,Kingston,6232,2191,4232,5760,7516,11454,5763,1344,260
QLD,Logan Central,5218,1690,3170,4507,6180,10536,4518,753,81
QLD,Rochedale South - Priestdale,6773,2683,4684,6232,8119,12146,6224,1521,328
QLD,Slacks Creek,5886,2052,3903,5322,7090,11056,5313,1157,196
QLD,Springwood,7003,2556,4601,6296,8467,13089,6284,1545,341
QLD,Underwood,6661,2089,4642,6369,8147,12058,6385,1575,360
QLD,Woodridge,5014,1724,3267,4488,5993,9597,4461,714,77
QLD,Beachmere - Sandstone Point,6054,1700,3807,5393,7223,12139,5386,1184,211
QLD,Bribie Island,5005,1224,2949,4266,6085,10499,4259,604,52
QLD,Burpengary - East,8165,2235,5259,7598,10025,15661,7637,1859,469
QLD,Caboolture,5739,1654,3483,5014,6959,11580,4992,993,145
QLD,Caboolture - South,6479,2395,4422,5928,7694,11952,5933,1411,288
QLD,Elimbah,8316,2988,5651,7729,9879,15300,7732,1874,475
QLD,Morayfield - East,6608,2399,4340,5885,7895,12508,5886,1393,281
QLD,Wamuran,7999,2505,5058,7044,9463,15891,7056,1761,427
QLD,Kilcoy,5995,1083,3594,5332,7297,12649,5330,1162,199
QLD,Woodford - D'Aguilar,6495,1426,3928,5784,7819,13503,5820,1364,267
QLD,Burpengary,7108,2497,4621,6452,8606,13353,6416,1584,363
QLD,Deception Bay,6587,2531,4511,6030,7849,12011,6025,1445,299
QLD,Morayfield,6683,2384,4484,5940,7850,12739,5904,1404,285
QLD,Narangba,7604,2757,5309,7025,9132,13798,7008,1748,425
QLD,Upper Caboolture,7711,2452,4956,6943,9048,15110,6870,1715,417
QLD,Clontarf,5674,2011,3735,5104,6863,10649,5101,1046,163
QLD,Margate - Woody Point,4842,1497,3053,4275,5830,9553,4269,609,54
QLD,Redcliffe,4700,1193,2822,4025,5558,9899,4007,473,35
QLD,Rothwell - Kippa-Ring,5982,2212,3923,5377,7253,11137,5376,1176,206
QLD,Scarborough - Newport,5935,1607,3427,5002,7065,12567,4998,996,148
QLD,Albany Creek,7987,2977,5543,7505,9731,14178,7461,1831,458
QLD,Cashmere,7945,2538,5167,7192,9693,15136,7154,1777,434
QLD,Dayboro,8118,2145,5120,7305,9800,16201,7282,1798,442
QLD,Eatons Hill,9062,4064,6614,8489,10807,15322,8431,1918,499
QLD,Hills District,7059,2672,4865,6500,8415,12841,6483,1611,373
QLD,Samford Valley,9330,2688,5967,8498,11318,18166,8518,1925,502
QLD,Dakabin - Kallangur,5769,1816,3711,5201,6968,11147,5193,1089,178
QLD,Murrumba Downs - Griffin,6094,1718,3622,5346,7538,12237,5330,1162,199
QLD,North Lakes - Mango Hill,6178,1598,3762,5515,7721,12289,5478,1228,222
QLD,Bray Park,6767,3035,4922,6395,8029,11445,6379,1571,358
QLD,Lawnton,5693,1965,3635,5022,6841,10992,4980,984,140
QLD,Petrie,6935,2641,4834,6525,8406,12261,6517,1625,379
QLD,Strathpine - Brendale,5963,2006,3895,5451,7261,11196,5407,1196,215
QLD,Brinsmead,8925,3725,6338,8272,10606,15685,8253,1906,492
QLD,Clifton Beach - Kewarra Beach,7914,2622,4994,7060,9377,15512,7086,1767,429
QLD,Freshwater - Stratford,6947,2285,4251,5881,8062,14237,5857,1381,275
QLD,Redlynch,8180,3010,5432,7442,9789,15218,7426,1823,452
QLD,Trinity Beach - Smithfield,7067,2199,4419,6129,8266,14318,6089,1479,311
QLD,Yorkeys Knob - Machans Beach,6239,2218,3850,5239,7330,12549,5195,1092,180
QLD,Bentley Park,8296,3404,5968,7788,9882,14428,7804,1879,477
QLD,Cairns City,5727,1890,3470,4679,6355,12240,4673,845,103
QLD,Earlville - Bayview Heights,7278,2233,4421,6373,8759,14594,6361,1563,352
QLD,Edmonton,7579,2797,5074,6926,9178,13914,6896,1724,420
QLD,Gordonvale - Trinity,7636,2303,4788,6690,9108,15277,6635,1667,393
QLD,Kanimbla - Mooroobool,7821,2657,4950,6871,9261,15365,6837,1707,412
QLD,Lamb Range,,,,,,,,#N/A,#N/A
QLD,Manoora,5855,2155,3839,5120,6721,11430,5078,1037,159
QLD,Manunda,5682,1918,3381,4735,6566,11811,4750,872,110
QLD,Mount Sheridan,7684,3207,5457,7199,9166,13381,7194,1784,437
QLD,Westcourt - Bungalow,5495,1786,3423,4626,6310,11329,4608,803,95
QLD,White Rock,7372,2997,4946,6634,8595,13671,6619,1662,391
QLD,Whitfield - Edge Hill,7358,2549,4410,6103,8480,15242,6067,1469,308
QLD,Woree,6131,2182,3968,5438,7245,11811,5437,1211,218
QLD,Babinda,6536,1497,3908,5830,8113,13318,5795,1359,265
QLD,Innisfail,6977,2230,4318,5973,8132,14231,5955,1420,292
QLD,Johnstone,6734,1433,4015,6008,8455,13757,6013,1441,297
QLD,Tully,6291,1361,3679,5566,7766,13077,5565,1264,237
QLD,Wooroonooran,,,,,,,,#N/A,#N/A
QLD,Yarrabah,10825,3333,7182,10082,13721,19713,10116,1956,512
QLD,Daintree,6725,1822,3956,5838,7976,14019,5781,1352,262
QLD,Port Douglas,7442,2331,4444,6185,8255,15982,6166,1509,323
QLD,Atherton,5727,1712,3572,5039,6788,11520,5007,1001,150
QLD,Herberton,5565,1142,3187,4815,6749,11918,4813,901,115
QLD,Kuranda,6279,1516,3688,5392,7601,13182,5348,1167,201
QLD,Malanda - Yungaburra,5738,1302,3408,5127,7048,11797,5087,1041,162
QLD,Mareeba,6485,1817,3970,5590,7691,13350,5602,1283,241
QLD,Balonne,9413,2142,5091,7840,11105,20864,7800,1878,476
QLD,Chinchilla,6718,1668,4161,6050,8312,13391,6057,1466,307
QLD,Goondiwindi,7201,2132,4555,6390,8596,14318,6374,1568,355
QLD,Inglewood - Waggamba,6159,812,3035,4854,7134,14940,4858,927,123
QLD,Miles - Wandoan,7124,1588,4097,6061,8532,15318,6047,1463,306
QLD,Roma,7638,1986,4544,6678,9354,15618,6654,1669,394
QLD,Roma Region,7372,1384,3831,5962,8788,16866,5916,1407,286
QLD,Tara,6517,1213,3572,5351,7826,14600,5318,1159,197
QLD,Crows Nest - Rosalie,5436,1228,3292,4726,6517,11409,4717,865,108
QLD,Jondaryan,6484,1746,3809,5528,7532,13794,5554,1259,235
QLD,Millmerran,6319,1418,3616,5320,7507,13710,5270,1129,193
QLD,Pittsworth,7021,2094,4452,6222,8325,13997,6209,1517,326
QLD,Wambo,6402,1653,3823,5554,7742,13223,5533,1249,230
QLD,Clifton - Greenmount,6271,1418,3819,5545,7547,13005,5536,1251,232
QLD,Southern Downs - East,5682,1014,3390,5263,7168,11555,5264,1125,191
QLD,Southern Downs - West,5757,1355,3513,5141,7027,11732,5110,1053,166
QLD,Stanthorpe,5496,1669,3453,4855,6598,10904,4849,924,122
QLD,Stanthorpe Region,5564,949,3102,4824,6821,12110,4833,914,119
QLD,Warwick,5727,1751,3647,5141,6936,11156,5118,1056,167
QLD,Central Highlands - East,8621,2234,5241,7651,10565,17404,7656,1863,470
QLD,Central Highlands - West,8492,1315,4152,6729,9901,20344,6690,1680,399
QLD,Emerald,8596,2033,5215,7699,10528,17498,7680,1867,473
QLD,Agnes Water - Miriam Vale,4775,762,2661,4245,5937,10259,4235,594,50
QLD,Banana,7339,1313,4025,6266,9003,16066,6265,1536,337
QLD,Biloela,7332,2145,4776,6591,8936,14201,6582,1647,386
QLD,Boyne Island - Tannum Sands,7325,2637,5058,6875,8942,13103,6842,1709,414
QLD,Callemondah,8082,1208,3906,5730,8053,19976,5748,1340,258
QLD,Clinton - New Auckland,6935,1881,4598,6456,8610,13124,6461,1602,368
QLD,Gladstone,5384,1244,3203,4699,6552,11216,4669,841,102
QLD,Gladstone Hinterland,7339,1965,4757,6649,8933,14381,6667,1674,397
QLD,Kin Kora - Sun Valley,7488,3124,5267,6890,8915,13246,6880,1719,418
QLD,South Trees,,,,,,,,#N/A,#N/A
QLD,Telina - Toolooa,6759,1971,4594,6339,8301,12577,6335,1552,346
QLD,West Gladstone,5931,1862,3729,5249,7161,11643,5246,1121,188
QLD,Berserker,6185,1892,3771,5418,7529,12307,5377,1177,207
QLD,Bouldercombe,6920,1471,4248,6151,8354,14337,6192,1515,325
QLD,Emu Park,5272,1165,3134,4722,6518,10809,4697,853,104
QLD,Frenchville - Mount Archer,7136,2493,4653,6433,8706,13386,6427,1592,365
QLD,Glenlee - Rockyview,8903,2697,5899,8132,10767,16975,8082,1890,482
QLD,Gracemere,6572,1220,4141,6093,8265,13130,6112,1492,317
QLD,Lakes Creek,7055,2363,4474,6141,8168,14116,6127,1493,318
QLD,Mount Morgan,5250,1298,3102,4493,6410,10926,4450,708,75
QLD,Norman Gardens,7333,2668,4863,6638,8827,13662,6616,1660,390
QLD,Park Avenue,6832,2258,4338,6057,8316,13176,6015,1442,298
QLD,Parkhurst - Kawana,7542,2555,4952,6780,9109,14304,6736,1690,406
QLD,Rockhampton - West,6200,1888,3813,5406,7413,12470,5378,1178,208
QLD,Rockhampton City,5744,1556,3537,4928,6863,11805,4907,952,132
QLD,Rockhampton Region - East,6775,1328,4104,6072,8281,14058,6046,1460,304
QLD,Rockhampton Region - North,7031,1246,3840,6059,8728,15258,6032,1450,301
QLD,Rockhampton Region - West,7295,1285,4262,6383,9014,15503,6363,1564,353
QLD,Shoalwater Bay,,,,,,,,#N/A,#N/A
QLD,The Range - Allenstown,6232,1728,3617,5322,7579,12907,5301,1150,195
QLD,Yeppoon,6143,1761,3801,5454,7462,12231,5420,1202,216
QLD,Broadbeach Waters,8689,2674,5227,7362,10130,18039,7346,1808,445
QLD,Burleigh Heads,5279,1586,3194,4276,5869,11465,4275,615,55
QLD,Burleigh Waters,6558,2089,4298,5982,8083,12332,5949,1417,290
QLD,Mermaid Beach - Broadbeach,4943,1428,2937,3913,5039,11394,3912,424,29
QLD,Mermaid Waters,6773,2085,4121,5713,8054,13885,5661,1302,249
QLD,Miami,5200,1802,3324,4423,5822,10626,4403,691,73
QLD,Coolangatta,4331,1275,2653,3538,4620,9571,3542,233,13
QLD,Currumbin - Tugun,5350,1617,3215,4325,5815,11773,4308,632,58
QLD,Currumbin Waters,6609,2461,4354,6063,7938,12220,6079,1472,310
QLD,Elanora,7122,2679,4829,6483,8425,13186,6480,1610,372
QLD,Palm Beach,5198,1509,3102,4324,6015,11039,4302,628,57
QLD,Arundel,7999,3497,5567,7218,9319,14386,7195,1785,438
QLD,Biggera Waters,5176,1636,3178,4337,5820,10900,4351,653,63
QLD,Coombabah,6146,2544,4336,5663,7204,10985,5672,1308,251
QLD,Labrador,4876,1744,3274,4364,5681,9318,4371,670,68
QLD,Paradise Point - Hollywell,8030,2083,4087,5967,8700,19299,5944,1415,289
QLD,Runaway Bay,6902,2091,4010,5661,8054,14687,5641,1298,246
QLD,Guanaba - Springbrook,7530,1247,3958,6121,8874,17417,6091,1482,313
QLD,Tamborine - Canungra,7141,1891,4470,6259,8394,14683,6231,1525,330
QLD,Currumbin Valley - Tallebudgera,9667,2772,6038,8451,11451,19596,8456,1920,500
QLD,Mudgeeraba - Bonogin,8438,3287,5688,7486,9752,15977,7492,1835,459
QLD,Reedy Creek - Andrews,6764,2341,4425,5983,8078,12993,5932,1410,287
QLD,Carrara,7322,2569,4663,6273,8422,14677,6251,1533,335
QLD,Highland Park,8180,3360,5629,7487,9714,14699,7450,1830,457
QLD,Nerang - Mount Nathan,6902,2008,4338,6091,8219,13850,6090,1481,312
QLD,Pacific Pines - Gaven,7864,2956,5478,7320,9462,14097,7284,1799,443
QLD,Worongary - Tallai,10124,3311,6595,9032,11872,19788,8997,1941,507
QLD,Coomera,6735,2446,4405,5927,7885,13004,5898,1402,284
QLD,Helensvale,8892,3216,6008,8208,10637,16382,8185,1902,489
QLD,Hope Island,9531,2296,5176,7514,10950,21703,7426,1823,452
QLD,Jacobs Well - Alberton,7484,2301,4772,6556,8946,14816,6521,1628,381
QLD,Ormeau - Yatala,7637,2488,5040,6836,9031,14782,6824,1705,411
QLD,Oxenford - Maudsland,7656,2986,5122,6777,8977,14409,6772,1698,408
QLD,Pimpama,5136,675,2664,4201,6378,11746,4158,549,43
QLD,Upper Coomera - Willow Vale,7456,2622,5182,6856,8807,13809,6855,1713,416
QLD,Clear Island Waters,8974,2470,5215,7660,10518,18983,7595,1850,465
QLD,Merrimac,6944,3117,4933,6270,7849,12536,6249,1532,334
QLD,Robina,7711,2978,5212,6945,9091,14330,6930,1732,423
QLD,Varsity Lakes,6754,2898,4707,6103,7768,12291,6098,1486,314
QLD,Ashmore,7393,2465,4709,6564,8856,14361,6567,1643,385
QLD,Molendinar,7663,3141,5273,6950,9025,13910,6897,1725,421
QLD,Parkwood,8932,3939,6419,8326,10502,15462,8298,1911,496
QLD,Southport,5306,1527,3158,4349,5958,11536,4334,644,61
QLD,Benowa,9281,3168,5879,8197,11052,18095,8206,1903,490
QLD,Bundall,10156,3633,6337,8745,11770,20295,8656,1932,506
QLD,Main Beach,5850,1736,3271,4417,5764,14048,4395,686,71
QLD,Surfers Paradise,5671,1426,3024,4103,5569,14234,4097,510,41
QLD,Bowen,6364,1608,3689,5469,7747,13296,5463,1220,219
QLD,Broadsound - Nebo,7467,1706,4302,6541,9090,15686,6511,1623,378
QLD,Clermont,9346,2160,5141,7680,10885,20834,7665,1864,471
QLD,Collinsville,6630,1557,3773,5569,7993,14240,5504,1240,227
QLD,Moranbah,8924,2236,5712,8189,11031,17441,8166,1899,487
QLD,Andergrove - Beaconsfield,7951,2310,5331,7427,9784,14899,7448,1829,456
QLD,East Mackay,7062,2271,4225,6200,8453,14131,6237,1528,332
QLD,Eimeo - Rural View,8012,1534,5234,7627,10097,15567,7603,1853,466
QLD,Eungella Hinterland,,,,,,,,#N/A,#N/A
QLD,Mackay,6459,2025,3872,5405,7488,13498,5378,1178,208
QLD,Mackay Harbour,6675,2164,3762,5221,7377,14662,5183,1085,177
QLD,Mount Pleasant - Glenella,8849,2827,5884,8195,10894,16435,8183,1901,488
QLD,North Mackay,6601,2375,4173,5719,7787,12952,5714,1321,256
QLD,Ooralea - Bakers Creek,7266,1242,4492,6697,9185,14692,6704,1683,400
QLD,Pioneer Valley,6712,1079,4042,6239,8599,13600,6243,1530,333
QLD,Sarina,7012,1558,4349,6374,8600,14174,6379,1571,358
QLD,Seaforth - Calen,6366,813,3261,5526,8140,14079,5534,1250,231
QLD,Shoal Point - Bucasia,8099,2742,5431,7492,9941,14874,7444,1827,455
QLD,Slade Point,7479,2764,4907,6723,8891,14086,6706,1684,401
QLD,South Mackay,6538,2424,4297,5841,7897,12218,5785,1355,264
QLD,Walkerston - Eton,7967,2103,5204,7223,9721,15573,7196,1786,439
QLD,West Mackay,7133,2441,4560,6295,8568,13803,6271,1537,338
QLD,Airlie - Whitsundays,6750,2024,4316,5875,7805,13726,5864,1384,277
QLD,Cape Conway,,,,,,,,#N/A,#N/A
QLD,Proserpine,6468,1413,3819,5759,8042,13299,5769,1348,261
QLD,Aurukun,5584,1232,2703,4035,6082,13754,4109,519,42
QLD,Cape York,5891,1214,3175,4889,6913,13247,4897,947,131
QLD,Croydon - Etheridge,9139,1081,3699,6355,10194,24205,6300,1548,344
QLD,Kowanyama - Pormpuraaw,5242,1359,2562,3694,5420,13131,3611,265,16
QLD,Northern Peninsula,4919,1100,2995,4366,5841,10258,4353,657,64
QLD,Tablelands,5942,951,3151,5111,7356,13120,5105,1049,164
QLD,Torres,9610,2410,5687,8307,11513,20077,8363,1916,498
QLD,Torres Strait Islands,4723,934,2568,3894,5625,10545,3895,416,27
QLD,Weipa,,,,,,,,#N/A,#N/A
QLD,Carpentaria,9171,1636,4129,6380,9824,23843,6349,1560,350
QLD,Mount Isa,9177,3206,6020,8245,10981,17424,8232,1904,491
QLD,Mount Isa Region,9366,2876,5873,8301,11335,18437,8262,1907,493
QLD,Northern Highlands,8537,1303,3996,6675,10236,20437,6594,1652,387
QLD,Barcaldine - Blackall,7884,1251,3669,5868,8984,19623,5841,1370,271
QLD,Charleville,7612,1834,4421,6458,9060,16262,6414,1583,362
QLD,Far Central West,8976,1573,4630,7139,10611,20926,7110,1771,430
QLD,Far South West,7271,1096,3501,6038,9132,16564,6010,1438,295
QLD,Longreach,8947,2155,4951,7619,10895,19117,7582,1848,464
QLD,Buderim - North,7123,2122,4371,6352,8747,14021,6352,1562,351
QLD,Buderim - South,7219,2062,4353,6269,8746,14660,6227,1523,329
QLD,Mountain Creek,6894,1982,4447,6325,8675,13028,6372,1566,354
QLD,Sippy Downs,6832,2647,4526,6201,8192,12586,6178,1511,324
QLD,Aroona - Currimundi,6345,2324,4273,5864,7756,11502,5880,1392,280
QLD,Buddina - Minyama,6785,2015,3931,5651,7880,14438,5658,1301,248
QLD,Caloundra - Kings Beach,4228,1174,2575,3504,4690,9194,3495,204,11
QLD,Caloundra - West,6554,2053,4225,5886,7982,12617,5857,1381,275
QLD,Golden Beach - Pelican Waters,6037,1632,3523,5072,7198,12760,5023,1012,153
QLD,Moffat Beach - Battery Hill,5504,1699,3445,4810,6607,10951,4817,902,116
QLD,Parrearra - Warana,6655,2318,4150,5807,7857,13132,5837,1368,269
QLD,Wurtulla - Birtinya,6028,1158,3834,5590,7585,11960,5557,1262,236
QLD,Coolum Beach,5620,1682,3566,4996,6731,11126,4989,990,143
QLD,Marcoola - Mudjimba,6117,1931,3759,5246,7164,12476,5243,1116,185
QLD,Maroochydore - Kuluin,5038,1517,3175,4332,5842,10320,4336,646,62
QLD,Mooloolaba - Alexandra Headland,5323,1447,3151,4323,5913,11782,4320,636,59
QLD,Bli Bli,6557,2152,4376,6033,7971,12237,6035,1455,303
QLD,Diddillibah - Rosemount,8041,2118,5050,7205,9783,16004,7131,1775,433
QLD,Eumundi - Yandina,7102,1794,4354,6337,8580,14431,6348,1559,349
QLD,Nambour,5706,1749,3541,5006,6880,11353,4988,988,141
QLD,Noosa Hinterland,7004,1622,4175,6104,8469,14645,6067,1469,308
QLD,Noosa Heads,6946,2088,3859,5356,7563,15863,5327,1161,198
QLD,Noosaville,6340,1854,3718,5050,7173,13904,5005,999,149
QLD,Peregian,6141,1548,3773,5381,7585,12412,5363,1171,203
QLD,Sunshine Beach,6299,1677,3731,5297,7506,13276,5249,1124,190
QLD,Tewantin,6237,2211,4095,5701,7596,11576,5683,1310,252
QLD,Beerwah,6264,1966,4067,5689,7504,12086,5694,1314,253
QLD,Caloundra Hinterland,5658,1308,3392,5032,6911,11639,4992,993,145
QLD,Glass House Mountains,7341,2647,4965,6647,8608,13822,6615,1659,389
QLD,Landsborough,7595,2360,4949,6885,9211,14555,6838,1708,413
QLD,Maroochy Hinterland,6516,1697,3936,5581,7748,13608,5607,1286,242
QLD,Palmwoods,7283,2117,4661,6557,8744,14326,6550,1639,384
QLD,Cambooya - Wyreema,7214,2070,4805,6695,8800,13702,6682,1678,398
QLD,Darling Heights,5079,1592,3191,4540,6156,9909,4516,750,80
QLD,Drayton - Harristown,5339,1710,3330,4716,6448,10487,4712,862,106
QLD,Gatton,6006,1890,3897,5377,7265,11602,5366,1172,204
QLD,Gowrie (Qld),7033,2362,4925,6630,8399,12828,6662,1672,396
QLD,Highfields,7510,2324,5263,7062,9155,13737,7041,1754,426
QLD,Lockyer Valley - West,7452,1474,4466,6453,8735,16127,6472,1605,371
QLD,Middle Ridge,6282,1944,3704,5253,7401,13101,5194,1090,179
QLD,Newtown (Qld),4963,1673,3189,4409,5940,9602,4385,680,70
QLD,North Toowoomba - Harlaxton,5465,1760,3353,4749,6382,11079,4757,874,111
QLD,Rangeville,5738,2081,3726,5116,6821,10940,5128,1060,169
QLD,Toowoomba - Central,5005,1658,3177,4405,6048,9736,4374,671,69
